Company,Specific Bean Origin,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
L.A. Burdick (Felchlin),Chuao,2012,68.0,U.S.A.,3.75,Trinitario,Venezuela
L.A. Burdick (Felchlin),Quito,2011,74.0,U.S.A.,3.75,Blend,Ecuador
L.A. Burdick (Felchlin),Grenada,2010,75.0,U.S.A.,3.25,Trinitario,Grenada
L.A. Burdick (Felchlin),Dominican Republic,2010,74.0,U.S.A.,3.75,Blend,Dominican Republic
L.A. Burdick (Felchlin),Venzuela,2010,71.0,U.S.A.,3.0,Blend,Venezuela
L.A. Burdick (Felchlin),Madagascar,2009,64.0,U.S.A.,3.5,Trinitario,Madagascar
L.A. Burdick (Felchlin),Bolivian,2009,68.0,U.S.A.,3.0,Blend,Bolivia
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",2016,70.0,Japan,2.25,"Trinitario, Criollo",Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",2016,70.0,Japan,2.5,"Trinitario, Criollo",Peru
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",2016,70.0,Japan,3.0,Criollo,Peru
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",2016,70.0,Japan,3.0,"Trinitario, Criollo",Belize
La Maison du Chocolat (Valrhona),"Cuana, 2013",2013,74.0,France,2.75,Blend,"Africa, Carribean, C. Am."
La Maison du Chocolat (Valrhona),Tobago,2013,60.0,France,3.25,Blend,Tobago
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",2013,56.0,France,3.25,Blend,Ecuador
La Maison du Chocolat (Valrhona),Loma Sotavento,2012,66.0,France,3.5,Blend,Dominican Republic
La Maison du Chocolat (Valrhona),Grenada,2011,68.0,France,3.5,Trinitario,Grenada
La Maison du Chocolat (Valrhona),Akosombo,2009,68.0,France,3.25,Forastero,Ghana
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",2009,69.0,France,3.5,Criollo (Porcelana),Venezuela
La Maison du Chocolat (Valrhona),Kuruba,2009,60.0,France,3.0,Blend,Other
La Maison du Chocolat (Valrhona),Orinoco,2009,60.0,France,3.75,Blend,Other
La Maison du Chocolat (Valrhona),"Cuana, 2008",2008,74.0,France,3.5,Blend,"Ven., Indonesia, Ecuad."
La Oroquidea,Peruvian Amazon,2011,72.0,Peru,2.5,Blend,Peru
La Pepa de Oro,Vinces,2011,60.0,Ecuador,3.25,Blend,Ecuador
Laia aka Chat-Noir,"Madagascar, Batch 59/100",2015,75.0,France,2.75,Trinitario,Madagascar
Laia aka Chat-Noir,"Vietnam, Batch 50/100",2015,75.0,France,2.75,Trinitario,Vietnam
Laia aka Chat-Noir,"Cuba, Batch 59/100",2015,75.0,France,3.0,Blend,Cuba
Laia aka Chat-Noir,"Peru, Batch 51/100",2015,75.0,France,3.25,Blend,Peru
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",2015,75.0,France,3.0,Blend,Ivory Coast
Laia aka Chat-Noir,"Sao Tome, Batch 151",2015,75.0,France,3.5,Forastero,Sao Tome
Laia aka Chat-Noir,"Bahia, Batch 148",2015,75.0,France,3.25,Blend,Brazil
Laia aka Chat-Noir,"Lam Dong, Batch 153",2015,75.0,France,3.75,Trinitario,Vietnam
Laia aka Chat-Noir,Cuba,2014,70.0,France,2.75,Blend,Cuba
Laia aka Chat-Noir,Trinidad-Tobago,2014,68.0,France,2.75,Blend,Trinidad-Tobago
Lajedo do Ouro,Catongo,2012,70.0,Brazil,3.5,Forastero (Catongo),Brazil
Lake Champlain (Callebaut),Tanzania,2009,75.0,U.S.A.,2.5,Blend,Tanzania
L'Amourette,Rugoso,2016,80.0,U.S.A.,3.5,Trinitario,Nicaragua
L'Amourette,Carenero Superior,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela
L'Amourette,Rio Caribe,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela
L'Amourette,Blend,2012,72.0,U.S.A.,3.0,Criollo,"Peru, Ecuador, Venezuela"
Letterpress,"La Masica, Batch 7, FHIA",2017,70.0,U.S.A.,3.5,Blend,Honduras
Letterpress,"Maya Mtn, Batch 18, Heirloom",2017,70.0,U.S.A.,3.25,Blend,Belize
Letterpress,Liberia,2016,70.0,U.S.A.,3.25,Blend,Liberia
Letterpress,Beniamo,2015,70.0,U.S.A.,3.25,Blend,Bolivia
Letterpress,"San Juan Estate, Gran Couva",2015,70.0,U.S.A.,3.5,Trinitario,Trinidad
Letterpress,San Andres,2015,70.0,U.S.A.,3.0,Blend,Costa Rica
Letterpress,"La Red, Guaconejo",2015,70.0,U.S.A.,3.25,Blend,Domincan Republic
Letterpress,Kokoa Kamili,2015,70.0,U.S.A.,3.5,Blend,Tanzania
Letterpress,Maranura,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
Levy,Sambirano,2014,71.0,Finland,3.5,Criollo,Madagascar
Lilla,Madagascar,2016,70.0,Finland,3.0,Trinitario,Madagascar
Lillie Belle,Perfect Illusion,2012,65.0,U.S.A.,3.5,Criollo,Peru
Lillie Belle,"Bolivia, Wild Thing",2012,68.0,U.S.A.,3.5,Criollo,Bolivia
Lillie Belle,La Selva,2012,68.0,U.S.A.,3.75,Blend,Peru
Lillie Belle,Purple Haze,2012,75.0,U.S.A.,2.75,Blend,"Venezuela, Dom. Rep."
Lillie Belle,"The Other One, Grand Cru",2012,74.0,U.S.A.,3.0,Blend,Dominican Republic
Lillie Belle,Wild Thing,2012,68.0,U.S.A.,3.5,Criollo,Bolivia
Lindt & Sprungli,Excellence (US Version),2007,85.0,Switzerland,3.0,Blend,Other
Loiza,Puerto Rico,2013,65.0,Puerto Rico,2.5,Blend,Puerto Rico
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",2014,70.0,U.S.A.,3.75,Blend,Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",2014,65.0,U.S.A.,3.25,Blend,Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",2014,75.0,U.S.A.,3.75,Blend,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",2013,71.0,U.S.A.,3.0,Blend,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",2013,72.0,U.S.A.,3.0,Blend,Hawaii
Lonohana,"Hawaiian Crown, Kona Vanilla",2013,70.0,U.S.A.,3.5,Blend,Hawaii
Love Bar,Nicaragua,2015,75.0,U.S.A.,2.0,Blend,Nicaragua
Luker,Selva,2010,46.0,Colombia,2.75,Blend,"Colombia, Ecuador"
Luker,Macondo,2010,60.0,Colombia,3.0,Blend,"Colombia, Ecuador"
Luker,Misterio,2010,58.0,Colombia,3.0,Blend,"Colombia, Ecuador"
Luker,Santander,2010,65.0,Colombia,3.5,Blend,Colombia
Machu Picchu Trading Co.,Peru,2011,70.0,Peru,1.5,Blend,Peru
Machu Picchu Trading Co.,Peru,2010,55.0,Peru,2.25,Blend,Peru
Madecasse (Cinagra),Madagascar,2008,67.0,Madagascar,3.5,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,2008,70.0,Madagascar,3.75,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,2008,63.0,Madagascar,4.0,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,2008,75.0,Madagascar,3.5,Trinitario,Madagascar
Madre,Guadalcanal,2017,73.0,U.S.A.,3.5,Blend,Solomon Islands
Madre,Puerto Rico,2013,70.0,U.S.A.,2.75,Blend,Puerto Rico
Madre,Brazil,2013,70.0,U.S.A.,3.5,Blend,Brazil
Madre,"Choobua, Kona",2013,70.0,U.S.A.,2.75,Blend,Hawaii
Madre,"Xocunusco, Chiapas, Pichucalco",2013,70.0,U.S.A.,2.75,Blend,Mexico
Madre,"Hamakua Coast, Kokoleka",2012,70.0,U.S.A.,3.25,Blend,Hawaii
Madre,"Criollo, Hawaii",2012,70.0,U.S.A.,3.25,Criollo,Hawaii
Madre,Kaua'i,2012,70.0,U.S.A.,3.5,Blend,Hawaii
Madre,Dominican,2011,70.0,U.S.A.,2.5,Blend,Dominican Republic
Madre,Upala,2011,70.0,U.S.A.,2.75,Blend,Costa Rica
Madre,"Chiapas, Triple Cacao",2010,72.0,U.S.A.,2.75,Blend,Mexico
Maglio,Africa,2008,75.0,Italy,2.0,Blend,Tanzania
Maglio,Ecuador,2008,70.0,Italy,3.0,Forastero (Nacional),Ecuador
Maglio,Cuba,2008,70.0,Italy,3.25,Criollo,Cuba
Maglio,Santo Domingo,2008,70.0,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic
Majani,Ecuador,2010,70.0,Italy,2.0,Blend,Ecuador
Malagasy (Chocolaterie Robert),Sambirano 2006,2007,75.0,Madagascar,2.75,Trinitario,Madagascar
Malagasy (Chocolaterie Robert),Mora Mora 2006,2007,73.0,Madagascar,3.5,Trinitario,Madagascar
Malagos,"Davao, Mt. Talamo foothills",2013,65.0,Philippines,3.5,Trinitario,Philippines
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",2010,55.0,U.S.A.,3.5,Blend,Hawaii
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",2009,55.0,U.S.A.,2.75,Blend,Hawaii
Malmo,Chuao,2016,70.0,Sweden,3.0,Blend,Venezuela
Mana,Ecuador,2015,74.0,U.S.A.,2.5,Blend,Ecuador
Mana,Peru,2014,74.0,U.S.A.,2.5,Blend,Peru
Mana,Venezuela,2014,74.0,U.S.A.,2.75,Blend,Venezuela
Mana,Conacado,2012,74.0,U.S.A.,3.75,Blend,Dominican Republic
Manifesto Cacao,Colombia,2014,70.0,Colombia,2.75,Blend,Colombia
Manoa,Markham Valley,2015,72.0,U.S.A.,3.5,Blend,Papua New Guinea
Manoa,Coto Brus,2015,72.0,U.S.A.,3.75,Blend,Costa Rica
Manoa,"Waiahole, O'ahu",2013,72.0,U.S.A.,3.75,Blend,Hawaii
Manoa,"Liberia, #174",2012,72.0,U.S.A.,3.25,Blend,Liberia
Manoa,"Hamakua, Hawaiian Crown, #176",2012,72.0,U.S.A.,2.75,Blend,Hawaii
Manoa,Piura,2012,72.0,U.S.A.,3.0,Blend,Peru
Manoa,"Oahu, Winward, #151, Maunawili district",2012,72.0,U.S.A.,3.25,Blend,Hawaii
Manufaktura Czekolady,Johe,2016,70.0,Poland,3.75,Blend,Nicaragua
Manufaktura Czekolady,Peru,2016,70.0,Poland,3.5,Blend,Peru
Manufaktura Czekolady,Porcelana,2014,70.0,Poland,3.75,Criollo,Venezuela
Manufaktura Czekolady,Kolumbia,2014,85.0,Poland,3.5,Blend,Colombia
Manufaktura Czekolady,Grand Cru Dominican Republic,2012,70.0,Poland,3.25,Blend,Dominican Republic
Manufaktura Czekolady,Grand Cru Ghana,2012,70.0,Poland,3.5,Forastero,Ghana
Manufaktura Czekolady,Grand Cru Ecuador,2012,70.0,Poland,3.25,Blend,Ecuador
Map Chocolate,"Ben Tre, Surprise Valley",2016,75.0,U.S.A.,3.25,Trinitario,Vietnam
Map Chocolate,"ROIG, 2014",2015,70.0,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Map Chocolate,"Maranon, 2014",2015,62.0,U.S.A.,3.5,Forastero (Nacional),Peru
Map Chocolate,Ecuador,2015,70.0,U.S.A.,3.5,Trinitario,Ecuador
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",2015,70.0,U.S.A.,2.75,Trinitario,Trinidad
Map Chocolate,"A case of the Xerces Blues, triple roast",2015,70.0,U.S.A.,3.5,Blend,Nicaragua
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",2015,68.0,U.S.A.,3.5,Criollo,Peru
Map Chocolate,Colombia,2015,75.0,U.S.A.,2.75,Blend,Colombia
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",2015,72.0,U.S.A.,3.0,Blend,Tanzania
Map Chocolate,Le Chocolat Chaud,2015,78.0,U.S.A.,3.5,Blend,Honduras
Marana,Piura,2016,70.0,Peru,3.0,Blend,Peru
Marana,Cusco,2016,70.0,Peru,2.75,Blend,Peru
Marana,San Martin,2016,70.0,Peru,3.0,Blend,Peru
Marigold's Finest,Cacao Nib Crunch,2016,75.0,Canada,3.25,Blend,Other
Marou,"Tan Phu Dong Island, Heart of Darkness",2015,85.0,Vietnam,3.25,Trinitario,Vietnam
Marou,Ben Tre,2015,68.0,Vietnam,3.5,Trinitario,Vietnam
Marou,"Dak Lak, Batch 2451",2015,70.0,Vietnam,3.75,Trinitario,Vietnam
Marou,"Tan Phu Dong, Treasure Island",2013,75.0,Vietnam,3.5,Trinitario,Vietnam
Marou,Ba Ria,2012,76.0,Vietnam,3.5,Trinitario,Vietnam
Marou,Dong Nai,2012,72.0,Vietnam,3.5,Trinitario,Vietnam
Marou,"Tien Giang, Gao Co-op",2012,70.0,Vietnam,3.5,Trinitario,Vietnam
Marou,Ben Tre,2012,78.0,Vietnam,3.5,Trinitario,Vietnam
Marou,Tien Giang,2012,80.0,Vietnam,3.0,Trinitario,Vietnam
Marou,Lam Dong,2012,74.0,Vietnam,3.5,Trinitario,Vietnam
Mars,"Matina 1-6, prototype",2010,65.0,U.S.A.,3.0,Blend,Costa Rica
Mars,Ivory Coast,2010,65.0,U.S.A.,3.0,Blend,Ivory Coast
Mars,Nigeria,2010,65.0,U.S.A.,3.25,Blend,Nigeria
Mars,"Ghana, prototype",2010,65.0,U.S.A.,3.5,Forastero,Ghana
Marsatta,Dominican Republic,2013,74.0,U.S.A.,2.25,Blend,Dominican Republic
Marsatta,Dominican Republic,2013,89.0,U.S.A.,2.5,Blend,Dominican Republic
Martin Mayer,Alto Beni,2016,76.0,Austria,2.75,Blend,Bolivia
Martin Mayer,Pisa,2016,82.0,Austria,3.0,Blend,Haiti
Martin Mayer,Tumaco,2016,74.0,Austria,3.25,Blend,Colombia
Mast Brothers,Guatemala,2015,76.0,U.S.A.,3.0,Blend,Guatemala
Mast Brothers,Tanzania,2015,74.0,U.S.A.,3.25,Blend,Tanzania
Mast Brothers,French Laundry 20th Anniversary,2014,75.0,U.S.A.,3.75,Blend,"Peru, Belize"
Mast Brothers,Shake Shack,2012,73.0,U.S.A.,3.5,Blend,"Peru, Mad., Dom. Rep."
Mast Brothers,Madagascar,2012,72.0,U.S.A.,2.5,Trinitario,
Mast Brothers,Chuao,2012,73.0,U.S.A.,2.75,Trinitario,Venezuela
Mast Brothers,Brooklyn Blend,2011,72.0,U.S.A.,3.5,Blend,Other
Mast Brothers,"Chuao, Med. Roast",2011,76.0,U.S.A.,3.0,Trinitario,Venezuela
Mast Brothers,"Chuao, Dark Roast",2011,70.0,U.S.A.,3.0,Trinitario,Venezuela
Mast Brothers,"Chuao, Light Roast",2011,81.0,U.S.A.,2.75,Trinitario,Venezuela
Mast Brothers,Moho River,2011,70.0,U.S.A.,3.5,Trinitario,Belize
Mast Brothers,Papua New Guinea,2011,71.0,U.S.A.,2.75,Blend,Papua New Guinea
Mast Brothers,San Martin,2011,75.0,U.S.A.,3.0,Blend,Peru
Mast Brothers,Conacado,2011,73.0,U.S.A.,3.25,Blend,Dominican Republic
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",2011,74.0,U.S.A.,3.75,Blend,Dominican Republic
Mast Brothers,Patanemo,2010,81.0,U.S.A.,2.75,Criollo,Venezuela
Mast Brothers,Ocumare de la Costa,2010,75.0,U.S.A.,3.0,Blend,Venezuela
Mast Brothers,"Dominican Republic, Coop",2010,70.0,U.S.A.,3.25,Blend,Dominican Republic
Matale,"Malekula P., 2013",2013,72.0,Australia,3.5,Trinitario,Vanuatu
Matale,"Somia, 2013",2013,68.0,Australia,4.0,Trinitario,Madagascar
Matale,"Kulili P., 2013",2013,74.0,Australia,4.0,Trinitario,Papua New Guinea
Matale,Blend,2013,70.0,Australia,3.75,Trinitario,"PNG, Vanuatu, Mad"
Maverick,Maya Mountain,2014,70.0,U.S.A.,3.25,Trinitario,Belize
Maverick,Elvesia,2014,70.0,U.S.A.,3.25,Blend,Dominican Republic
Maverick,Tumbes,2014,82.0,U.S.A.,3.25,Criollo,Peru
Maverick,"Morropon, Norandiono Coop, Piura",2014,63.0,U.S.A.,3.5,Criollo,Peru
Mayacama,Hispaniola,2016,72.0,U.S.A.,3.0,Blend,Domincan Republic
Meadowlands,Bolivia,2014,70.0,U.S.A.,2.5,Blend,Bolivia
Meadowlands,Venezuela,2014,70.0,U.S.A.,2.75,Blend,Venezuela
Meadowlands,Belize,2014,70.0,U.S.A.,3.0,Trinitario,Belize
Meadowlands,"Nicaragua, w/ inbs",2014,70.0,U.S.A.,3.0,Blend,Nicaragua
Meadowlands,Dominican Republic,2014,70.0,U.S.A.,3.5,Blend,Dominican Republic
Menakao (aka Cinagra),Madagascar,2012,80.0,Madagascar,2.5,Trinitario,Madagascar
Menakao (aka Cinagra),Madagascar,2012,72.0,Madagascar,2.5,Trinitario,Madagascar
Mesocacao,El Salvador,2015,80.0,Honduras,2.75,Blend,El Salvador
Mesocacao,El Salvador,2015,70.0,Honduras,3.0,Blend,El Salvador
Mesocacao,Honduras,2014,80.0,Honduras,3.25,Blend,Honduras
Mesocacao,Honduras,2014,70.0,Honduras,3.5,Blend,Honduras
Mesocacao,"La Tronca, Matagalpa",2014,70.0,Honduras,3.25,Blend,Nicaragua
Mesocacao,"La Tronca, Matagalpa",2014,80.0,Honduras,3.5,Blend,Nicaragua
Metiisto,"Fazenda Sempre Firme P., Bahia",2014,70.0,Sweden,3.0,Blend,Brazil
Metiisto,Akesson Estate,2014,72.0,Sweden,3.5,Trinitario,Madagascar
Metropolitan,South America,2015,70.0,Amsterdam,3.5,Trinitario,South America
Michel Cluizel,"Chiapas, Mokaya P.",2012,66.0,France,3.75,Blend,Mexico
Michel Cluizel,"Carenero Superior, Concepcion",2007,66.0,France,3.5,Trinitario,Venezuela
Michel Cluizel,Vila Gracinda,2007,67.0,France,3.5,Forastero,Sao Tome
Michel Cluizel,Carre Amer,2006,60.0,France,2.0,Blend,Other
Michel Cluizel,Carre Grand Noir,2006,85.0,France,2.0,Blend,Other
Michel Cluizel,Tamarina,2006,70.0,France,3.0,Forastero,Sao Tome
Michel Cluizel,Los Ancones P.,2006,67.0,France,4.0,Blend,Dominican Republic
Michel Cluizel,Mangaro P.,2006,65.0,France,4.0,Trinitario,Madagascar
Michel Cluizel,Maralumi P.,2006,64.0,France,4.0,Blend,Papua New Guinea
Michel Cluizel,Noir Infini,2006,99.0,France,2.0,Blend,Other
Middlebury,Maya Mountain,2015,80.0,U.S.A.,3.5,Trinitario,Belize
Middlebury,San Juan Estate,2015,70.0,U.S.A.,3.5,Trinitario,Trinidad
Middlebury,Oko Caribe,2015,75.0,U.S.A.,3.75,Blend,Dominican Republic
Middlebury,"Patanemo, Epoch, Donaldo",2015,75.0,U.S.A.,3.75,Blend,Venezuela
Middlebury,Kokoa Kamili,2015,75.0,U.S.A.,3.25,Blend,Tanzania
Middlebury,"Matagalpa, Cacao Bisiesto",2015,70.0,U.S.A.,3.5,Blend,Nicaragua
Middlebury,La Red,2013,75.0,U.S.A.,2.5,Blend,Dominican Republic
Middlebury,Belize,2013,80.0,U.S.A.,3.25,Trinitario,Belize
Middlebury,Houseblend,2012,65.0,U.S.A.,1.5,Blend,Other
Middlebury,Alto Beni,2012,75.0,U.S.A.,2.0,Criollo,Bolivia
Middlebury,"Balinese, Java",2012,70.0,U.S.A.,2.5,Criollo,Indonesia
Millcreek Cacao Roasters,Ecuador,2013,70.0,U.S.A.,2.5,Forastero (Nacional),Ecuador
Millcreek Cacao Roasters,Ecuador,2012,70.0,U.S.A.,3.5,Blend,Ecuador
Mindo,Ecuador,2010,67.0,U.S.A.,2.75,Blend,Ecuador
Mindo,Ecuador,2010,77.0,U.S.A.,2.75,Blend,Ecuador
Minimal,"Acul-du-Nord, 2015",2016,70.0,Japan,3.5,"Criollo, Trinitario",Haiti
Mission,"Fazenda Camboa, Bahia",2016,75.0,Brazil,3.75,Blend,Brazil
Mission,"Bahia, Fazenda Venturosa",2015,70.0,Brazil,3.5,Forastero (Parazinho),Brazil
Mita,Tumaco,2012,65.0,Colombia,2.5,Blend,Colombia
Moho,"Toledo District, w/ nibs",2013,73.0,U.S.A.,3.25,Trinitario,Belize
Moho,Toledo District,2013,72.0,U.S.A.,3.0,Trinitario,Belize
Moho,"Umoho R., Toledo District, San Felipe",2010,67.0,U.S.A.,2.75,Trinitario,Belize
Molucca,La Red,2015,70.0,U.S.A.,3.0,Blend,Domincan Republic
Molucca,Indonesia,2015,70.0,U.S.A.,2.75,Blend,Indonesia
Molucca,Peru,2015,70.0,U.S.A.,3.25,Blend,Peru
Momotombo,Matagalpa,2011,70.0,Nicaragua,2.75,Blend,Nicaragua
Momotombo,Mombacho,2011,70.0,Nicaragua,2.75,Blend,Nicaragua
Momotombo,Oscuro,2011,70.0,Nicaragua,3.25,Blend,Nicaragua
Monarque,Oko Caribe,2016,72.0,Canada,3.5,Blend,Dominican Republic
Monsieur Truffe,Papaua New Guinea,2014,70.0,Australia,3.25,Blend,Papua New Guinea
Montecristi,Manabi,2015,70.0,Ecuador,3.25,Blend,Ecuador
Montecristi,Manabi,2015,63.0,Ecuador,3.5,Blend,Ecuador
Montecristi,Manabi,2015,85.0,Ecuador,3.5,Blend,Ecuador
Muchomas (Mesocacao),Nicaragua,2015,70.0,U.S.A.,3.5,Blend,Nicaragua
Muchomas (Mesocacao),Nicaragua,2015,80.0,U.S.A.,3.5,Blend,Nicaragua
Mutari,"Kokoa Kamili, batch 1 SRB",2016,68.0,U.S.A.,2.75,Blend,Tanzania
Mutari,"Oko Caribe, batch 1 SRB",2016,71.0,U.S.A.,2.75,Blend,Domincan Republic
Mutari,"Ambanja, batch 1 SRB",2016,68.0,U.S.A.,2.75,Blend,Madagascar
Mutari,"Tien Giang, batch 1 SRB",2016,80.0,U.S.A.,3.0,Trinitario,Vietnam
Nahua,"Costa Rica, Oscuro",2013,58.0,Costa Rica,2.5,Blend,Costa Rica
Nahua,"Costa Rica, Oscuro",2013,70.0,Costa Rica,3.0,Blend,Costa Rica
Naive,Trinidad & Tobago,2013,70.0,Lithuania,3.75,Blend,"Trinidad, Tobago"
Naive,"Maranon Canyon, Fortunato No. 4",2013,78.0,Lithuania,3.75,Forastero (Nacional),Peru
Naive,Grenada,2012,71.0,Lithuania,2.5,Trinitario,Grenada
Na�ve,Nicaragua,2014,70.0,Lithuania,3.25,Criollo,Nicaragua
Na�ve,Chuao,2014,75.0,Lithuania,2.75,Trinitario,Venezuela
Na�ve,Barinas,2014,70.0,Lithuania,3.0,Blend,Venezuela
Nanea,Criollo Blend,2013,85.0,U.S.A.,3.5,Blend,Hawaii
Nathan Miller,Peru,2014,72.0,U.S.A.,2.25,Blend,Peru
Nathan Miller,Hispaniola,2014,70.0,U.S.A.,2.5,Blend,Dominican Republic
Nathan Miller,Madagascar,2014,73.5,U.S.A.,2.5,Trinitario,Madagascar
Nathan Miller,Ghana,2014,70.0,U.S.A.,3.5,Forastero,Ghana
Neuhaus (Callebaut),Papua New Guinea,2010,70.0,Belgium,2.5,Criollo,Papua New Guinea
Neuhaus (Callebaut),Manickchand Estate,2008,67.0,Belgium,3.75,Trinitario,Trinidad
Neuhaus (Callebaut),Dark,2007,73.0,Belgium,1.0,Blend,Other
Neuhaus (Callebaut),West Africa,2006,73.0,Belgium,2.0,Forastero,West Africa
Neuhaus (Callebaut),Sao Tome,2006,75.0,Belgium,2.75,Forastero,Sao Tome
Neuhaus (Callebaut),Ocumare,2006,71.0,Belgium,3.0,Criollo,Venezuela
Nibble,Patanemo,2015,72.0,U.S.A.,2.25,Criollo,Venezuela
Nibble,Elvesia P.,2015,72.0,U.S.A.,2.75,Trinitario,Dominican Republic
Nibble,"Ambanja, Sambirano Valley",2015,72.0,U.S.A.,3.0,Trinitario,Madagascar
Nibble,Tumbes,2015,72.0,U.S.A.,3.0,Criollo,Peru
Night Owl,Peru,2013,75.0,U.S.A.,2.75,Blend,Peru
Night Owl,Ecuador,2013,75.0,U.S.A.,3.5,Blend,Ecuador
Noble Bean aka Jerjobo,Ghana,2014,75.0,U.S.A.,3.0,Forastero,Ghana
Noble Bean aka Jerjobo,Moho Valley,2014,75.0,U.S.A.,3.0,Trinitario,Belize
Noble Bean aka Jerjobo,Maranon Canyon,2014,75.0,U.S.A.,3.25,Forastero (Nacional),Peru
Noir d' Ebine,Venezuela,2012,70.0,U.S.A.,3.0,Blend,Venezuela
Noir d' Ebine,Ecuador,2012,70.0,U.S.A.,3.0,Blend,Ecuador
Nova Monda,"La Patriota, cacao Indio, purple label",2012,70.0,Nicaragua,3.0,Blend,Nicaragua
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",2012,75.0,Niacragua,2.75,Blend,Nicaragua
Nova Monda,"Punta Galera, cacao Nacional, gold label",2012,80.0,Nicaragua,3.25,Forastero (Nacional),Ecuador
Nuance,"Ghana, 2013",2015,70.0,U.S.A.,3.75,Forastero,Ghana
Nuance,"Ecuador, 2013",2015,70.0,U.S.A.,2.75,Trinitario,Ecuador
Nuance,"Canoabo, 2013",2015,70.0,U.S.A.,3.0,Criollo,Venezuela
Nuance,"Sambirano Valley, 2012",2015,70.0,U.S.A.,3.5,Trinitario,Madagascar
Nuance,La Red,2015,70.0,U.S.A.,3.75,Blend,Dominican Republic
Nugali,Fazenda Leolinda,2016,70.0,Brazil,3.5,Trinitario (Scavina),Brazil
Oakland Chocolate Co.,Jamaica,2010,70.0,U.S.A.,2.5,Trinitario,Jamaica
Obolo,Pangoa,2015,70.0,Chile,3.75,Criollo,Peru
Obolo,"Pangoa, w/ nibs",2015,70.0,Chile,3.75,Criollo,Peru
Ocelot,Virunga,2015,70.0,Scotland,3.75,Forastero,Congo
Ocelot,Piura,2015,75.0,Scotland,4.0,Criollo,Peru
Ocho,Sang Yum Coop,2016,100.0,New Zealand,2.75,Blend,Samoa
Ocho,Sang Yum Coop,2016,70.0,New Zealand,3.5,Blend,Samoa
Ocho,"PNG, Devotion",2014,66.0,New Zealand,2.75,Blend,Papua New Guinea
Ocho,"PNG, Revolution",2014,70.0,New Zealand,3.0,Blend,Papua New Guinea
Ocho,"PNG, Voodoo",2014,88.0,New Zealand,3.25,Blend,Papua New Guinea
Ocho,"PNG, Nib Bar",2014,74.0,New Zealand,3.5,Blend,Papua New Guinea
Ohiyo,"San Juan Estate, Gran Couva",2015,70.0,U.S.A.,2.75,Trinitario,Trinidad
Ohiyo,Tanzania,2015,70.0,U.S.A.,3.0,Blend,Tanzania
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",2011,70.0,Germany,3.5,Criollo,Bolivia
Olive and Sinclair,Dominican Republic prototype,2010,72.0,U.S.A.,3.0,Blend,Dominican Republic
Olive and Sinclair,Ghana prototype,2010,72.0,U.S.A.,3.0,Forastero,Ghana
Olive and Sinclair,Dark 67,2009,67.0,U.S.A.,2.75,Blend,"Ghana, Domin. Rep"
Olive and Sinclair,Dark 75,2009,75.0,U.S.A.,3.0,Blend,"Ghana, Domin. Rep"
Olivia,Carribean-Raw,2011,76.0,Canada,2.0,Blend,Carribean
Olivia,Carribean,2011,76.0,Canada,2.75,Blend,Carribean
Olivia,Carribean,2011,85.0,Canada,2.75,Blend,Carribean
Olivia,Carribean-Raw,2011,85.0,Canada,3.0,Blend,Carribean
Omanhene,Ghana,2011,80.0,Ghana,2.75,Forastero,Ghana
Omnom,"Kakao Kamili, Kilombero Valley",2016,70.0,Iceland,3.75,Trinitario,Tanzania
Omnom,Papua New Guinea,2014,70.0,Iceland,3.0,Blend,Papua New Guinea
Omnom,Madagascar,2014,66.0,Iceland,3.5,Trinitario,Madagascar
organicfair,Maya Mountain,2013,74.0,Canada,2.75,Trinitario,Belize
