Company,Specific Bean Origin,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,price(100g)
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",2013,82.0,U.K.,70.0,Forastero (Nacional),Ecuador,143500.0
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",2013,100.0,U.K.,55.0,Blend,Peru,137500.0
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",2013,100.0,U.K.,50.0,Forastero (Nacional),Ecuador,125000.0
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",2013,100.0,U.K.,55.0,Blend,Dominican Republic,137500.0
Hotel Chocolat (Coppeneur),Sambirano,2012,66.0,U.K.,70.0,"Trinitario, Criollo",Madagascar,115500.0
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",2011,80.0,U.K.,60.0,Forastero (Nacional),Ecuador,120000.0
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",2011,65.0,U.K.,60.0,Trinitario,St. Lucia,97500.0
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",2011,65.0,U.K.,65.0,Trinitario,St. Lucia,105625.0
Hotel Chocolat (Coppeneur),Ecuador,2010,70.0,U.K.,55.0,Blend,Ecuador,96250.0
Hotel Chocolat (Coppeneur),Santo Domingo,2010,70.0,U.K.,60.0,Blend,Dominican Republic,105000.0
Hotel Chocolat (Coppeneur),Chuao,2010,70.0,U.K.,55.0,Trinitario,Venezuela,96250.0
Hotel Chocolat (Coppeneur),St. Lucia,2008,72.0,U.K.,60.0,Blend,St. Lucia,108000.0
Hotel Chocolat (Coppeneur),Uganda,2008,80.0,U.K.,50.0,Forastero,Uganda,100000.0
Hotel Chocolat (Coppeneur),Tanzania,2008,75.0,U.K.,55.0,Blend,Tanzania,103125.0
Hotel Chocolat (Coppeneur),Uba Budo,2008,72.0,U.K.,60.0,Forastero,Sao Tome,108000.0
Hummingbird,Lam Dong,2015,70.0,Canada,70.0,Trinitario,Vietnam,122500.0
Hummingbird,Bolivia,2014,70.0,Canada,60.0,"Criollo, Trinitario",Bolivia,105000.0
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",2014,70.0,Canada,60.0,"Criollo, Trinitario",Bolivia,105000.0
Hummingbird,Momotombo,2014,70.0,Canada,60.0,Trinitario,Nicaragua,105000.0
Hummingbird,Hispaniola,2014,70.0,Canada,75.0,Trinitario,Dominican Republic,131250.0
Hummingbird,Zorzal Reserva w/ Charles Kerchner,2014,70.0,Canada,70.0,Blend,Dominican Republic,122500.0
Hummingbird,"Ocumare, Cumboto",2013,70.0,Canada,65.0,"Trinitario, Criollo",Venezuela,113750.0
Hummingbird,Amazonas,2013,70.0,Canada,75.0,Forastero,Venezuela,131250.0
Idilio (Felchlin),"Chuao, Venezuela",2013,72.0,Switzerland,75.0,Trinitario,Venezuela,135000.0
Idilio (Felchlin),Coopertiva Amazona,2011,72.0,Switzerland,75.0,Criollo,Venezuela,135000.0
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",2011,72.0,Switzerland,75.0,Blend,Venezuela,135000.0
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",2011,72.0,Switzerland,65.0,Criollo,Venezuela,117000.0
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",2011,72.0,Switzerland,75.0,Criollo,Venezuela,135000.0
Idilio (Felchlin),"Porcelana, Zulia",2011,74.0,Switzerland,80.0,Criollo,Venezuela,148000.0
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",2011,72.0,Switzerland,70.0,Criollo,Venezuela,126000.0
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",2011,70.0,Switzerland,80.0,Trinitario,Venezuela,140000.0
Idilio (Felchlin),Coopertiva Amazona w/ nibs,2011,72.0,Switzerland,80.0,Criollo,Venezuela,144000.0
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",2011,72.0,Switzerland,80.0,Blend,Venezuela,144000.0
Indah,India (south),2016,61.0,India,50.0,Blend,India,76250.0
Indaphoria,La Red,2012,70.0,U.S.A.,65.0,Blend,Dominican Republic,113750.0
Indaphoria,"Conacado, Manifesto",2012,70.0,U.S.A.,55.0,Blend,Dominican Republic,96250.0
Indi,Honduras,2014,77.0,U.S.A.,60.0,Blend,Honduras,115500.0
iQ Chocolate,"Satipo region, white label",2012,72.0,Scotland,55.0,Criollo,Peru,99000.0
iQ Chocolate,black label,2012,72.0,Scotland,60.0,Blend,Peru,108000.0
Isidro,Madagascar,2014,72.0,U.S.A.,70.0,Trinitario,Madagascar,126000.0
Isidro,Peru,2014,72.0,U.S.A.,45.0,Blend,Peru,81000.0
Isidro,Belize,2014,72.0,U.S.A.,65.0,Trinitario,Belize,117000.0
Isidro,Dominican Republic,2014,72.0,U.S.A.,65.0,Blend,Dominican Republic,117000.0
Izard,"Maya Mountain, Toledo, Batch 29",2015,70.0,U.S.A.,70.0,Trinitario,Belize,122500.0
Izard,"Elvesia P., Batch 32",2015,70.0,U.S.A.,55.0,Blend,Dominican Republic,96250.0
Jacque Torres,Trinatario Treasure,2006,71.0,U.S.A.,40.0,Trinitario,Ghana,71000.0
Jordis,Madagascar,2015,63.0,Czech Republic,55.0,Trinitario,Madagascar,86625.0
Just Good Chocolate,Belize,2014,70.0,U.S.A.,70.0,Trinitario,Belize,122500.0
Just Good Chocolate,Madagascar,2014,70.0,U.S.A.,70.0,Trinitario,Madagascar,122500.0
Just Good Chocolate,Peru,2014,70.0,U.S.A.,80.0,Blend,Peru,140000.0
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",2013,70.0,Domincan Republic,70.0,Blend,Dominican Republic,122500.0
Kah Kow,"Rizek Cacao, Domin. Rep.",2013,82.0,Domincan Republic,60.0,Blend,Dominican Republic,123000.0
Kah Kow,"Rizek Cacao, Domin. Rep.",2013,55.0,Domincan Republic,65.0,Blend,Dominican Republic,89375.0
Kah Kow,"Rizek Cacao, Domin. Rep.",2013,62.0,Domincan Republic,65.0,Blend,Dominican Republic,100750.0
Kakao,Peru,2012,64.0,Germany,50.0,Blend,Peru,80000.0
Kakao,Vanuatu,2009,65.0,Germany,75.0,Trinitario,Vanuatu,121875.0
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,2008,70.0,Ecuador,60.0,Blend,Ecuador,105000.0
Kallari (Ecuatoriana),Sisa's Secret/ original micro,2008,70.0,Ecuador,70.0,Blend,Ecuador,122500.0
Kallari (Ecuatoriana),Roberto,2008,75.0,Ecuador,55.0,Blend,Ecuador,103125.0
Kallari (Ecuatoriana),Diego/ original micro,2008,85.0,Ecuador,50.0,Blend,Ecuador,106250.0
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,2008,85.0,Ecuador,55.0,Blend,Ecuador,116875.0
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,2008,85.0,Ecuador,60.0,Blend,Ecuador,127500.0
Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,75.0,Ecuador,50.0,Blend,Ecuador,93750.0
Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,85.0,Ecuador,60.0,Blend,Ecuador,127500.0
Kaoka (Cemoi),Noir,2009,70.0,France,55.0,Blend,Other,96250.0
Kaoka (Cemoi),Ecuador,2009,80.0,France,55.0,Blend,Ecuador,110000.0
Kerchner,"La Red, Project Reserva, Guaconejo",2013,70.0,U.S.A.,75.0,Blend,Dominican Republic,131250.0
Ki' Xocolatl,Dark,2009,72.0,Mexico,40.0,Blend,Mexico,72000.0
Kiskadee,"La Red, Guanconjeco",2014,60.0,U.S.A.,60.0,Trinitario,Dominican Republic,90000.0
Kto,San Martin,2014,72.0,U.S.A.,50.0,Blend,Peru,90000.0
Kto,Ocumare,2014,72.0,U.S.A.,55.0,Blend,Venezuela,99000.0
Kto,Belize,2014,72.0,U.S.A.,60.0,Trinitario,Belize,108000.0
Kto,Sambirano Valley,2014,72.0,U.S.A.,65.0,Trinitario,Madagascar,117000.0
Kto,Belize,2014,90.0,U.S.A.,65.0,Trinitario,Belize,146250.0
Kto,Elvesia,2014,72.0,U.S.A.,65.0,Blend,Dominican Republic,117000.0
Kto,ROIG,2014,72.0,U.S.A.,65.0,Blend,Dominican Republic,117000.0
K'ul,"Kafupbo, Petit Bourg, De Borgnes",2016,70.0,U.S.A.,65.0,Blend,Haiti,113750.0
K'ul,"Maranon, Fortunato No. 4",2016,70.0,U.S.A.,55.0,Forastero (Nacional),Peru,96250.0
K'ul,"Los Rios, Hacienda Limon, Heirloom",2016,70.0,U.S.A.,75.0,Blend,Ecuador,131250.0
K'ul,"Bahia, Fazenda Camboa",2016,70.0,U.S.A.,75.0,Forastero,Brazil,131250.0
Kyya,Uganda,2014,72.5,U.S.A.,50.0,Forastero,Uganda,90625.0
Kyya,Hispaniola,2014,72.5,U.S.A.,60.0,Blend,Dominican Republic,108750.0
Kyya,Ecuador,2014,72.5,U.S.A.,50.0,Blend,Ecuador,90625.0
Kyya,Madagascar,2014,72.5,U.S.A.,60.0,Trinitario,Madagascar,108750.0
L.A. Burdick (Felchlin),Peru,2012,74.0,U.S.A.,65.0,Blend,Peru,120250.0
L.A. Burdick (Felchlin),Brazil,2012,70.0,U.S.A.,80.0,Blend,Brazil,140000.0
L.A. Burdick (Felchlin),Chuao,2012,68.0,U.S.A.,75.0,Trinitario,Venezuela,127500.0
L.A. Burdick (Felchlin),Quito,2011,74.0,U.S.A.,75.0,Blend,Ecuador,138750.0
L.A. Burdick (Felchlin),Grenada,2010,75.0,U.S.A.,65.0,Trinitario,Grenada,121875.0
L.A. Burdick (Felchlin),Dominican Republic,2010,74.0,U.S.A.,75.0,Blend,Dominican Republic,138750.0
L.A. Burdick (Felchlin),Venzuela,2010,71.0,U.S.A.,60.0,Blend,Venezuela,106500.0
L.A. Burdick (Felchlin),Madagascar,2009,64.0,U.S.A.,70.0,Trinitario,Madagascar,112000.0
L.A. Burdick (Felchlin),Bolivian,2009,68.0,U.S.A.,60.0,Blend,Bolivia,102000.0
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",2016,70.0,Japan,45.0,"Trinitario, Criollo",Peru,78750.0
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",2016,70.0,Japan,50.0,"Trinitario, Criollo",Peru,87500.0
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",2016,70.0,Japan,60.0,Criollo,Peru,105000.0
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",2016,70.0,Japan,60.0,"Trinitario, Criollo",Belize,105000.0
La Maison du Chocolat (Valrhona),"Cuana, 2013",2013,74.0,France,55.0,Blend,"Africa, Carribean, C. Am.",101750.0
La Maison du Chocolat (Valrhona),Tobago,2013,60.0,France,65.0,Blend,Tobago,97500.0
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",2013,56.0,France,65.0,Blend,Ecuador,91000.0
La Maison du Chocolat (Valrhona),Loma Sotavento,2012,66.0,France,70.0,Blend,Dominican Republic,115500.0
La Maison du Chocolat (Valrhona),Grenada,2011,68.0,France,70.0,Trinitario,Grenada,119000.0
La Maison du Chocolat (Valrhona),Akosombo,2009,68.0,France,65.0,Forastero,Ghana,110500.0
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",2009,69.0,France,70.0,Criollo (Porcelana),Venezuela,120750.0
La Maison du Chocolat (Valrhona),Kuruba,2009,60.0,France,60.0,Blend,Other,90000.0
La Maison du Chocolat (Valrhona),Orinoco,2009,60.0,France,75.0,Blend,Other,112500.0
La Maison du Chocolat (Valrhona),"Cuana, 2008",2008,74.0,France,70.0,Blend,"Ven., Indonesia, Ecuad.",129500.0
La Oroquidea,Peruvian Amazon,2011,72.0,Peru,50.0,Blend,Peru,90000.0
La Pepa de Oro,Vinces,2011,60.0,Ecuador,65.0,Blend,Ecuador,97500.0
Laia aka Chat-Noir,"Madagascar, Batch 59/100",2015,75.0,France,55.0,Trinitario,Madagascar,103125.0
Laia aka Chat-Noir,"Vietnam, Batch 50/100",2015,75.0,France,55.0,Trinitario,Vietnam,103125.0
Laia aka Chat-Noir,"Cuba, Batch 59/100",2015,75.0,France,60.0,Blend,Cuba,112500.0
Laia aka Chat-Noir,"Peru, Batch 51/100",2015,75.0,France,65.0,Blend,Peru,121875.0
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",2015,75.0,France,60.0,Blend,Ivory Coast,112500.0
Laia aka Chat-Noir,"Sao Tome, Batch 151",2015,75.0,France,70.0,Forastero,Sao Tome,131250.0
Laia aka Chat-Noir,"Bahia, Batch 148",2015,75.0,France,65.0,Blend,Brazil,121875.0
Laia aka Chat-Noir,"Lam Dong, Batch 153",2015,75.0,France,75.0,Trinitario,Vietnam,140625.0
Laia aka Chat-Noir,Cuba,2014,70.0,France,55.0,Blend,Cuba,96250.0
Laia aka Chat-Noir,Trinidad-Tobago,2014,68.0,France,55.0,Blend,Trinidad-Tobago,93500.0
Lajedo do Ouro,Catongo,2012,70.0,Brazil,70.0,Forastero (Catongo),Brazil,122500.0
Lake Champlain (Callebaut),Tanzania,2009,75.0,U.S.A.,50.0,Blend,Tanzania,93750.0
L'Amourette,Rugoso,2016,80.0,U.S.A.,70.0,Trinitario,Nicaragua,140000.0
L'Amourette,Carenero Superior,2012,75.0,U.S.A.,60.0,Trinitario,Venezuela,112500.0
L'Amourette,Rio Caribe,2012,75.0,U.S.A.,60.0,Trinitario,Venezuela,112500.0
L'Amourette,Blend,2012,72.0,U.S.A.,60.0,Criollo,"Peru, Ecuador, Venezuela",108000.0
Letterpress,"La Masica, Batch 7, FHIA",2017,70.0,U.S.A.,70.0,Blend,Honduras,122500.0
Letterpress,"Maya Mtn, Batch 18, Heirloom",2017,70.0,U.S.A.,65.0,Blend,Belize,113750.0
Letterpress,Liberia,2016,70.0,U.S.A.,65.0,Blend,Liberia,113750.0
Letterpress,Beniamo,2015,70.0,U.S.A.,65.0,Blend,Bolivia,113750.0
Letterpress,"San Juan Estate, Gran Couva",2015,70.0,U.S.A.,70.0,Trinitario,Trinidad,122500.0
Letterpress,San Andres,2015,70.0,U.S.A.,60.0,Blend,Costa Rica,105000.0
Letterpress,"La Red, Guaconejo",2015,70.0,U.S.A.,65.0,Blend,Domincan Republic,113750.0
Letterpress,Kokoa Kamili,2015,70.0,U.S.A.,70.0,Blend,Tanzania,122500.0
Letterpress,Maranura,2014,70.0,U.S.A.,70.0,Forastero (Nacional),Peru,122500.0
Levy,Sambirano,2014,71.0,Finland,70.0,Criollo,Madagascar,124250.0
Lilla,Madagascar,2016,70.0,Finland,60.0,Trinitario,Madagascar,105000.0
Lillie Belle,Perfect Illusion,2012,65.0,U.S.A.,70.0,Criollo,Peru,113750.0
Lillie Belle,"Bolivia, Wild Thing",2012,68.0,U.S.A.,70.0,Criollo,Bolivia,119000.0
Lillie Belle,La Selva,2012,68.0,U.S.A.,75.0,Blend,Peru,127500.0
Lillie Belle,Purple Haze,2012,75.0,U.S.A.,55.0,Blend,"Venezuela, Dom. Rep.",103125.0
Lillie Belle,"The Other One, Grand Cru",2012,74.0,U.S.A.,60.0,Blend,Dominican Republic,111000.0
Lillie Belle,Wild Thing,2012,68.0,U.S.A.,70.0,Criollo,Bolivia,119000.0
Lindt & Sprungli,Excellence (US Version),2007,85.0,Switzerland,60.0,Blend,Other,127500.0
Loiza,Puerto Rico,2013,65.0,Puerto Rico,50.0,Blend,Puerto Rico,81250.0
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",2014,70.0,U.S.A.,75.0,Blend,Hawaii,131250.0
Lonohana,"Haleiwa E, O'ahu, 2014",2014,65.0,U.S.A.,65.0,Blend,Hawaii,105625.0
Lonohana,"Haleiwa E, O'ahu, 2014",2014,75.0,U.S.A.,75.0,Blend,Hawaii,140625.0
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",2013,71.0,U.S.A.,60.0,Blend,Hawaii,106500.0
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",2013,72.0,U.S.A.,60.0,Blend,Hawaii,108000.0
Lonohana,"Hawaiian Crown, Kona Vanilla",2013,70.0,U.S.A.,70.0,Blend,Hawaii,122500.0
Love Bar,Nicaragua,2015,75.0,U.S.A.,40.0,Blend,Nicaragua,75000.0
Luker,Selva,2010,46.0,Colombia,55.0,Blend,"Colombia, Ecuador",63250.0
Luker,Macondo,2010,60.0,Colombia,60.0,Blend,"Colombia, Ecuador",90000.0
Luker,Misterio,2010,58.0,Colombia,60.0,Blend,"Colombia, Ecuador",87000.0
Luker,Santander,2010,65.0,Colombia,70.0,Blend,Colombia,113750.0
Machu Picchu Trading Co.,Peru,2011,70.0,Peru,30.0,Blend,Peru,52500.0
Machu Picchu Trading Co.,Peru,2010,55.0,Peru,45.0,Blend,Peru,61875.0
Madecasse (Cinagra),Madagascar,2008,67.0,Madagascar,70.0,Trinitario,Madagascar,117250.0
Madecasse (Cinagra),Madagascar,2008,70.0,Madagascar,75.0,Trinitario,Madagascar,131250.0
Madecasse (Cinagra),Madagascar,2008,63.0,Madagascar,80.0,Trinitario,Madagascar,126000.0
Madecasse (Cinagra),Madagascar,2008,75.0,Madagascar,70.0,Trinitario,Madagascar,131250.0
Madre,Guadalcanal,2017,73.0,U.S.A.,70.0,Blend,Solomon Islands,127750.0
Madre,Puerto Rico,2013,70.0,U.S.A.,55.0,Blend,Puerto Rico,96250.0
Madre,Brazil,2013,70.0,U.S.A.,70.0,Blend,Brazil,122500.0
Madre,"Choobua, Kona",2013,70.0,U.S.A.,55.0,Blend,Hawaii,96250.0
Madre,"Xocunusco, Chiapas, Pichucalco",2013,70.0,U.S.A.,55.0,Blend,Mexico,96250.0
Madre,"Hamakua Coast, Kokoleka",2012,70.0,U.S.A.,65.0,Blend,Hawaii,113750.0
Madre,"Criollo, Hawaii",2012,70.0,U.S.A.,65.0,Criollo,Hawaii,113750.0
Madre,Kaua'i,2012,70.0,U.S.A.,70.0,Blend,Hawaii,122500.0
Madre,Dominican,2011,70.0,U.S.A.,50.0,Blend,Dominican Republic,87500.0
Madre,Upala,2011,70.0,U.S.A.,55.0,Blend,Costa Rica,96250.0
Madre,"Chiapas, Triple Cacao",2010,72.0,U.S.A.,55.0,Blend,Mexico,99000.0
Maglio,Africa,2008,75.0,Italy,40.0,Blend,Tanzania,75000.0
Maglio,Ecuador,2008,70.0,Italy,60.0,Forastero (Nacional),Ecuador,105000.0
Maglio,Cuba,2008,70.0,Italy,65.0,Criollo,Cuba,113750.0
Maglio,Santo Domingo,2008,70.0,Italy,75.0,"Blend-Forastero,Criollo",Dominican Republic,131250.0
Majani,Ecuador,2010,70.0,Italy,40.0,Blend,Ecuador,70000.0
Malagasy (Chocolaterie Robert),Sambirano 2006,2007,75.0,Madagascar,55.0,Trinitario,Madagascar,103125.0
Malagasy (Chocolaterie Robert),Mora Mora 2006,2007,73.0,Madagascar,70.0,Trinitario,Madagascar,127750.0
Malagos,"Davao, Mt. Talamo foothills",2013,65.0,Philippines,70.0,Trinitario,Philippines,113750.0
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",2010,55.0,U.S.A.,70.0,Blend,Hawaii,96250.0
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",2009,55.0,U.S.A.,55.0,Blend,Hawaii,75625.0
Malmo,Chuao,2016,70.0,Sweden,60.0,Blend,Venezuela,105000.0
Mana,Ecuador,2015,74.0,U.S.A.,50.0,Blend,Ecuador,92500.0
Mana,Peru,2014,74.0,U.S.A.,50.0,Blend,Peru,92500.0
Mana,Venezuela,2014,74.0,U.S.A.,55.0,Blend,Venezuela,101750.0
Mana,Conacado,2012,74.0,U.S.A.,75.0,Blend,Dominican Republic,138750.0
Manifesto Cacao,Colombia,2014,70.0,Colombia,55.0,Blend,Colombia,96250.0
Manoa,Markham Valley,2015,72.0,U.S.A.,70.0,Blend,Papua New Guinea,126000.0
Manoa,Coto Brus,2015,72.0,U.S.A.,75.0,Blend,Costa Rica,135000.0
Manoa,"Waiahole, O'ahu",2013,72.0,U.S.A.,75.0,Blend,Hawaii,135000.0
Manoa,"Liberia, #174",2012,72.0,U.S.A.,65.0,Blend,Liberia,117000.0
Manoa,"Hamakua, Hawaiian Crown, #176",2012,72.0,U.S.A.,55.0,Blend,Hawaii,99000.0
Manoa,Piura,2012,72.0,U.S.A.,60.0,Blend,Peru,108000.0
Manoa,"Oahu, Winward, #151, Maunawili district",2012,72.0,U.S.A.,65.0,Blend,Hawaii,117000.0
Manufaktura Czekolady,Johe,2016,70.0,Poland,75.0,Blend,Nicaragua,131250.0
Manufaktura Czekolady,Peru,2016,70.0,Poland,70.0,Blend,Peru,122500.0
Manufaktura Czekolady,Porcelana,2014,70.0,Poland,75.0,Criollo,Venezuela,131250.0
Manufaktura Czekolady,Kolumbia,2014,85.0,Poland,70.0,Blend,Colombia,148750.0
Manufaktura Czekolady,Grand Cru Dominican Republic,2012,70.0,Poland,65.0,Blend,Dominican Republic,113750.0
Manufaktura Czekolady,Grand Cru Ghana,2012,70.0,Poland,70.0,Forastero,Ghana,122500.0
Manufaktura Czekolady,Grand Cru Ecuador,2012,70.0,Poland,65.0,Blend,Ecuador,113750.0
Map Chocolate,"Ben Tre, Surprise Valley",2016,75.0,U.S.A.,65.0,Trinitario,Vietnam,121875.0
Map Chocolate,"ROIG, 2014",2015,70.0,U.S.A.,70.0,"Criollo, Trinitario",Dominican Republic,122500.0
Map Chocolate,"Maranon, 2014",2015,62.0,U.S.A.,70.0,Forastero (Nacional),Peru,108500.0
Map Chocolate,Ecuador,2015,70.0,U.S.A.,70.0,Trinitario,Ecuador,122500.0
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",2015,70.0,U.S.A.,55.0,Trinitario,Trinidad,96250.0
Map Chocolate,"A case of the Xerces Blues, triple roast",2015,70.0,U.S.A.,70.0,Blend,Nicaragua,122500.0
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",2015,68.0,U.S.A.,70.0,Criollo,Peru,119000.0
Map Chocolate,Colombia,2015,75.0,U.S.A.,55.0,Blend,Colombia,103125.0
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",2015,72.0,U.S.A.,60.0,Blend,Tanzania,108000.0
Map Chocolate,Le Chocolat Chaud,2015,78.0,U.S.A.,70.0,Blend,Honduras,136500.0
Marana,Piura,2016,70.0,Peru,60.0,Blend,Peru,105000.0
Marana,Cusco,2016,70.0,Peru,55.0,Blend,Peru,96250.0
Marana,San Martin,2016,70.0,Peru,60.0,Blend,Peru,105000.0
Marigold's Finest,Cacao Nib Crunch,2016,75.0,Canada,65.0,Blend,Other,121875.0
Marou,"Tan Phu Dong Island, Heart of Darkness",2015,85.0,Vietnam,65.0,Trinitario,Vietnam,138125.0
Marou,Ben Tre,2015,68.0,Vietnam,70.0,Trinitario,Vietnam,119000.0
Marou,"Dak Lak, Batch 2451",2015,70.0,Vietnam,75.0,Trinitario,Vietnam,131250.0
Marou,"Tan Phu Dong, Treasure Island",2013,75.0,Vietnam,70.0,Trinitario,Vietnam,131250.0
Marou,Ba Ria,2012,76.0,Vietnam,70.0,Trinitario,Vietnam,133000.0
Marou,Dong Nai,2012,72.0,Vietnam,70.0,Trinitario,Vietnam,126000.0
Marou,"Tien Giang, Gao Co-op",2012,70.0,Vietnam,70.0,Trinitario,Vietnam,122500.0
Marou,Ben Tre,2012,78.0,Vietnam,70.0,Trinitario,Vietnam,136500.0
Marou,Tien Giang,2012,80.0,Vietnam,60.0,Trinitario,Vietnam,120000.0
Marou,Lam Dong,2012,74.0,Vietnam,70.0,Trinitario,Vietnam,129500.0
Mars,"Matina 1-6, prototype",2010,65.0,U.S.A.,60.0,Blend,Costa Rica,97500.0
Mars,Ivory Coast,2010,65.0,U.S.A.,60.0,Blend,Ivory Coast,97500.0
Mars,Nigeria,2010,65.0,U.S.A.,65.0,Blend,Nigeria,105625.0
Mars,"Ghana, prototype",2010,65.0,U.S.A.,70.0,Forastero,Ghana,113750.0
Marsatta,Dominican Republic,2013,74.0,U.S.A.,45.0,Blend,Dominican Republic,83250.0
Marsatta,Dominican Republic,2013,89.0,U.S.A.,50.0,Blend,Dominican Republic,111250.0
Martin Mayer,Alto Beni,2016,76.0,Austria,55.0,Blend,Bolivia,104500.0
Martin Mayer,Pisa,2016,82.0,Austria,60.0,Blend,Haiti,123000.0
Martin Mayer,Tumaco,2016,74.0,Austria,65.0,Blend,Colombia,120250.0
Mast Brothers,Guatemala,2015,76.0,U.S.A.,60.0,Blend,Guatemala,114000.0
Mast Brothers,Tanzania,2015,74.0,U.S.A.,65.0,Blend,Tanzania,120250.0
Mast Brothers,French Laundry 20th Anniversary,2014,75.0,U.S.A.,75.0,Blend,"Peru, Belize",140625.0
Mast Brothers,Shake Shack,2012,73.0,U.S.A.,70.0,Blend,"Peru, Mad., Dom. Rep.",127750.0
Mast Brothers,Madagascar,2012,72.0,U.S.A.,50.0,Trinitario,,90000.0
Mast Brothers,Chuao,2012,73.0,U.S.A.,55.0,Trinitario,Venezuela,100375.0
Mast Brothers,Brooklyn Blend,2011,72.0,U.S.A.,70.0,Blend,Other,126000.0
Mast Brothers,"Chuao, Med. Roast",2011,76.0,U.S.A.,60.0,Trinitario,Venezuela,114000.0
Mast Brothers,"Chuao, Dark Roast",2011,70.0,U.S.A.,60.0,Trinitario,Venezuela,105000.0
Mast Brothers,"Chuao, Light Roast",2011,81.0,U.S.A.,55.0,Trinitario,Venezuela,111375.0
Mast Brothers,Moho River,2011,70.0,U.S.A.,70.0,Trinitario,Belize,122500.0
Mast Brothers,Papua New Guinea,2011,71.0,U.S.A.,55.0,Blend,Papua New Guinea,97625.0
Mast Brothers,San Martin,2011,75.0,U.S.A.,60.0,Blend,Peru,112500.0
Mast Brothers,Conacado,2011,73.0,U.S.A.,65.0,Blend,Dominican Republic,118625.0
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",2011,74.0,U.S.A.,75.0,Blend,Dominican Republic,138750.0
Mast Brothers,Patanemo,2010,81.0,U.S.A.,55.0,Criollo,Venezuela,111375.0
Mast Brothers,Ocumare de la Costa,2010,75.0,U.S.A.,60.0,Blend,Venezuela,112500.0
Mast Brothers,"Dominican Republic, Coop",2010,70.0,U.S.A.,65.0,Blend,Dominican Republic,113750.0
Matale,"Malekula P., 2013",2013,72.0,Australia,70.0,Trinitario,Vanuatu,126000.0
Matale,"Somia, 2013",2013,68.0,Australia,80.0,Trinitario,Madagascar,136000.0
Matale,"Kulili P., 2013",2013,74.0,Australia,80.0,Trinitario,Papua New Guinea,148000.0
Matale,Blend,2013,70.0,Australia,75.0,Trinitario,"PNG, Vanuatu, Mad",131250.0
Maverick,Maya Mountain,2014,70.0,U.S.A.,65.0,Trinitario,Belize,113750.0
Maverick,Elvesia,2014,70.0,U.S.A.,65.0,Blend,Dominican Republic,113750.0
Maverick,Tumbes,2014,82.0,U.S.A.,65.0,Criollo,Peru,133250.0
Maverick,"Morropon, Norandiono Coop, Piura",2014,63.0,U.S.A.,70.0,Criollo,Peru,110250.0
Mayacama,Hispaniola,2016,72.0,U.S.A.,60.0,Blend,Domincan Republic,108000.0
Meadowlands,Bolivia,2014,70.0,U.S.A.,50.0,Blend,Bolivia,87500.0
Meadowlands,Venezuela,2014,70.0,U.S.A.,55.0,Blend,Venezuela,96250.0
Meadowlands,Belize,2014,70.0,U.S.A.,60.0,Trinitario,Belize,105000.0
Meadowlands,"Nicaragua, w/ inbs",2014,70.0,U.S.A.,60.0,Blend,Nicaragua,105000.0
